Question, Tag
Consider numbers represented in 4 bit Gray code Let h_ 3 h_ 2 h_ 1 h_ 0  be the Gray code  representation of a number n and let g_ 3 g_ 2 g_ 1 g_ 0 be the Gray code of n 1 modulo 16  value of the number Which one of the following functions is correct g_ 0 h_ 3 h_ 2 h_ 1 h_ 0 sum 1 2 3 6 10 13 14 15 g_ 1 h_ 3 h_ 2 h_ 1 h_ 0 sum 4 9 10 11 12 13 14 15 g_ 2 h_ 3 h_ 2 h_ 1 h_ 0 sum 2 4 5 6 7 12 13 15 g_ 3 h_ 3 h_ 2 h_ 1 h_ 0 sum 0 1 6 7 10 11 12 13 ,Gray Code
A half adder is implemented with XOR and AND gates A full adder is implemented with  two half adders and one OR gate The propagation delay of an XOR gate is twice that of an AND OR gate The propagation delay of an AND OR gate is 1 2 microseconds A 4 bit ripple carry binary adder is implemented by using four full adders The total propagation time of this 4 bit binary adder in microseconds is ______ ,Half Adder
In the IEEE floating point representation the hexadecimal value 0 ext x 00000000 corresponds to The normalized value 2 127 The normalized value 2 126 The normalized value 0 The special value 0 ,Ieee Representation
The following bit pattern represents a floating point number in IEEE 754 single precision format 1 10000011 101000000000000000000000 The value of the number in decimal form is 10 13 26 None of the above ,Ieee Representation
The decimal value 0 5 in IEEE single precision floating point representation has fraction bits of 000 dots 000 and exponent value of 0 fraction bits of 000 dots 000 and exponent value of u22121 fraction bits of 100 dots 000 and exponent value of 0 no exact representation ,Ieee Representation
A Boolean function f is to be realized only by NOR gates Its K map is given below The realization is ,K Map
The Boolean function in sum of products form where K map is given below figure is _______ ,K Map
What is the equivalent Boolean expression in product of sums form for the Karnaugh map given in Fig B overline D overline B D B overline C D overline B C overline D B D overline B overline D B overline D overline B D  ,K Map
The function represented by the Karnaugh map is given below is A B AB BC CA overline B oplus C A BC  ,K Map
Which of the following functions implements the Karnaugh map shown below CD 00 01 11 10 AB 00 0 0 1 0 01 X X 1 X 11 0 1 1 0 10 0 1 1 0  bar A B CD D C A AD bar A B C D bar C D A B  ,K Map
Which functions does NOT implement the Karnaugh map given below                      w x y xy yw w x bar w y bar x y None of the above ,K Map
Given the following karnaugh map which one of the following represents the minimal Sum Of Products of the map XY Y Z WX Y XY XZ W X Y Z XY XZ Y ,K Map
Choose the correct alternatives more than one may be correct and write the corresponding letters only All digital circuits can be realized using only Ex OR gates Multiplexers Half adders OR gates ,Logic Gates
 Express the function f x y z xy yz with only one complement operation and one or more AND OR operations Draw the logic circuit implementing the expression obtained using a single NOT gate and one or more AND OR gates Transform the following logic circuit without expressing  its switching function into an equivalent logic circuit that employs only 6 NAND gates each with 2 inputs  ,Logic Gates
Consider the following circuit composed of XOR gates and non inverting buffers The non inverting buffers have delays delta_1 2 ns and delta_2 4 ns as shown in the figure Both XOR gates and all wires have zero delay Assume that all gate inputs outputs and wires are stable at logic level 0 at time 0 If the following waveform is applied at input A how many transition s change of logic levels occur s at B during the interval from 0 to 10 ns 1 2 3 4 ,Logic Gates
Which one of the following circuits is  NOT  equivalent to a 2 input XNOR exclusive NOR gate  ,Logic Gates
The Boolean function obtained by adding an inverter to each and every input of an AND gate is OR XOR NAND NOR None of the above ,Logic Gates
Design a logic circuit to convert a single digit BCD number to the number modulo six as follows Do not detect illegal input Write the truth table for all bits Label the input bits I1 I2 with I1 as the least significant bit Label the output bits R1 R2 with R1 as the least significant bit Use 1 to signify truth Draw one circuit for each output bit using altogether two two input AND gates one two input  OR gate and two NOT gates  ,Min No Gates
A circuit outputs a digit in the form of 4 bits 0 is represented by 0000 1 by 0001 u2026 9 by 1001 A combinational circuit is to be designed which takes these 4 bits as input and outputs 1 if the digit geq 5 and 0 otherwise If only AND OR and NOT gates may be used what is the minimum number of gates required 2 3 4 5 ,Min No Gates
What is the minimum number of NAND gates required to implement a 2 input EXCLUSIVE OR function without using any other logic gate 2 4 5 6 ,Min No Gates
What is the minimum number of gates required to implement the Boolean function AB C if we have to use only 2 input NOR gates 2 3 4 5  ,Min No Gates
Given f w x y z Sigma_m 0 1 2 3 7 8 10 Sigma_d 5 6 11 15 where d represents the don t care condition in Karnaugh maps Which of the following is a minimum product of sums POS form of f w x y z f bar w bar z bar x z f bar w z x z f w z bar x z f w bar z bar x z ,Min Product Of Sums
Three switching functions f_1 f_2 and f_3 are expressed below as sum of minterms f_1 w x y z sum 0 1 2 3 5 12 f_2 w x y z sum 0 1 2 10 13 14 15 f_3 w x y z sum 2 4 5 8 Express the function f realised by the circuit shown in the below figure as the sum of minterms in decimal notation ,Min Sum Of Products Form
Find the minimum sum of products form of the logic function f A B C D Sigma m 0 2 8 10 15 Sigma d 3 11 12 14 where m and d represent minterm and don t care term respectively ,Min Sum Of Products Form
Let f bar w y bar x y w bar x z bar w z bar x z Express f as the minimal sum of products Write only the answer If the output line is stuck at 0 for how many input combinations will the value of f be correct ,Min Sum Of Products Form
 Is the 3 variable function f Sigma 0 1 2 4 its self dual Justify your answer Give a minimal product of sum form of the b output of the following excess 3 to BCD converter  ,Min Sum Of Products Form
The switching expression corresponding to f A B C D Sigma 1 4 5 9 11 12 is BC u2019D u2019 A u2019C u2019D AB u2019D ABC u2019 ACD B u2019C u2019D ACD u2019 A u2019BC u2019 AC u2019D u2019 A u2019BD ACD u2019 BCD u2019 ,Min Sum Of Products Form
Consider the following Boolean function of four variables f w x y z Sigma 1 3 4 6 9 11 12 14 The function is independent of one variables independent of two variables independent of three variables dependent on all variables ,Min Sum Of Products Form
Consider the following Boolean function of four variables f A B C D u03a3 2 3 6 7 8 9 10 11 12 13 The function is independent of one variable independent of two variables independent of three variable dependent on all the variables ,Min Sum Of Products Form
A  1 input 2 output synchronous sequential circuit behaves as follows Let z_k n_k denote the number of 0 u2019s and 1 u2019s respectively in initial k bits of the input z_k n_k k The circuit outputs 00 until one of the following conditions holds z_k n_k 2 In this case the output at the k th and all subsequent clock ticks is 10 n_k z_k 2 In this case the output at the k th and all subsequent clock ticks is 01 What is the minimum number of states required in the state transition graph of the above circuit 5 6 7 8 ,Minimal State Automata
Following is a state table for time finite state machine Present State Next State Output Input 0 Input 1 A B C D E F G H B 1 F 1 D 0 C 0 D 1 C 1 C 1 C 0 H 1 D 1 E 1 F 1 C 1 C 1 D 1 A 1 Find the equivalence partition on the states of the machine Give the state table for the minimal machine Use appropriate names for the equivalent states For example if states X and Y are equivalent then use XY as the name for the equivalent state in the minimal machine ,Minimal State Automata
Consider the two cascade 2 to 1 multiplexers as shown in the figure     The minimal sum of products form of the output X is  overline P overline Q PQR overline P Q QR PQ overline P overline Q R overline Q overline R PQR ,Multiplexer
A priority encoder accepts three input signals A B and C and produce a two bit output X1 X0 corresponding to the highest priority active input signal Assume A has the highest priority followed by B and C has the lowest priority If none of the inputs are active the output should be 00 design the priority encoder using 4 1 multiplexers as the main components ,Multiplexer
A multiplexer with a 4 bit data select input is a 4 1 multiplexer 2 1 multiplexer 16 1 multiplexer 8 1 multiplexer ,Multiplexer
Consider the circuit shown below The output of a 2 1 Mux is given by the function ac bc Which of the following is true f X1 X2 f X1 X2 X1X2 f X1X2 X1 X2 f X1 X2 ,Multiplexer
Consider a multiplexer with X and Y as data inputs and Z the as control input Z 0 selects input X and Z 1 selects input Y What are the connections required to realize the 2 variable Boolean function f T R without using any additional hardware R to X 1 to Y T to Z T to X R to Y T to Z T to X R to Y 0 to Z R to X 0 to Y T to Z  ,Multiplexer
The circuit shown below implements a 2 input NOR gate using two 2 4 MUX control signal 1 selects the upper input What are the values of signals x y and z 1 0 B 1 0 A 0 1 B 0 1 A ,Multiplexer
